id,name,raceName,superRaceName,levelMin,levelMax,isBoss,isMiniBoss,correspondingMiniBossId,isQuestMonster,canTackle,aggressiveZoneSize,speedAdjust
2483,Bakaglace le Congelé,Archimonstres,Créatures Archimonstres,162,170,False,False,0,False,False,3,0
2484,Fourapin le Chaud,Archimonstres,Créatures Archimonstres,92,100,False,False,0,False,False,3,0
2486,Garsim le Mort,Archimonstres,Créatures Archimonstres,32,40,False,False,0,False,False,3,0
2487,Gelanal le Huileux,Archimonstres,Créatures Archimonstres,54,62,False,False,0,False,False,3,0
2493,Ginsenk le Stimulant,Archimonstres,Créatures Archimonstres,35,47,False,False,0,False,False,3,0
2494,Gobstiniais le Têtu,Archimonstres,Créatures Archimonstres,32,40,False,False,0,False,False,3,0
2495,Gloubibou le Gars,Archimonstres,Créatures Archimonstres,92,100,False,False,0,False,False,3,2
2497,Guerrite le Veilleur,Archimonstres,Créatures Archimonstres,101,112,False,False,0,False,False,3,0
2498,Grandilok le Clameur,Archimonstres,Créatures Archimonstres,52,60,False,False,0,False,False,3,0
2502,Kannibal le Lecteur,Archimonstres,Créatures Archimonstres,52,60,False,False,0,False,False,3,2
2503,Kanasukr le Mielleux,Archimonstres,Créatures Archimonstres,62,70,False,False,0,False,False,3,0
2505,Kannémik le Maigre,Archimonstres,Créatures Archimonstres,52,60,False,False,0,False,False,3,2
2506,Kannisterik le Forcené,Archimonstres,Créatures Archimonstres,52,60,False,False,0,False,False,3,2
2507,Kapota la Fraise,Archimonstres,Créatures Archimonstres,52,60,False,False,0,False,False,3,2
2508,Kiroyal le Sirupeux,Archimonstres,Créatures Archimonstres,35,47,False,False,0,False,False,3,0
2509,Koaskette la Chapelière,Archimonstres,Créatures Archimonstres,80,88,False,False,0,False,False,3,0
2510,Bebetto l'Intellectuel,Archimonstres,Créatures Archimonstres,122,130,False,False,0,False,False,0,0
2511,Inopenope le Négatif,Archimonstres,Créatures Archimonstres,132,140,False,False,0,False,False,0,0
2512,Fangshui la Dysorthographiée,Archimonstres,Créatures Archimonstres,132,140,False,False,0,False,False,0,0
2513,Koamaembair le Coulant,Archimonstres,Créatures Archimonstres,80,88,False,False,0,False,False,3,0
2514,Koalaboi le Calorifère,Archimonstres,Créatures Archimonstres,104,116,False,False,0,False,False,3,0
2515,Koasossyal le Psychopathe,Archimonstres,Créatures Archimonstres,80,88,False,False,0,False,False,3,0
2516,Koakofrui le Confit,Archimonstres,Créatures Archimonstres,80,88,False,False,0,False,False,3,0
2517,Koalastrof la Naturelle,Archimonstres,Créatures Archimonstres,60,68,False,False,0,False,False,3,0
2518,Koarmit la Batracienne,Archimonstres,Créatures Archimonstres,80,88,False,False,0,False,False,3,0
2519,Koalvissie le Chauve,Archimonstres,Créatures Archimonstres,102,114,False,False,0,False,False,3,0
2520,Kolforthe l'Indécollable,Archimonstres,Créatures Archimonstres,62,70,False,False,0,False,False,3,0
2521,Krapahut le Randonneur,Archimonstres,Créatures Archimonstres,110,118,False,False,0,False,False,3,0
2522,Kwoanneur le Frimeur,Archimonstres,Créatures Archimonstres,32,40,False,False,0,False,False,3,0
2524,Ouassébo l'Esthète,Archimonstres,Créatures Archimonstres,32,40,False,False,0,False,False,3,0
2525,Let le Rond,Archimonstres,Créatures Archimonstres,35,47,False,False,0,False,False,3,0
2526,Bigbadaboum l'Élémentaire,Archimonstres,Créatures Archimonstres,132,140,False,False,0,False,False,0,0
2527,Parapadkouï l'Émasculé,Archimonstres,Créatures Archimonstres,122,130,False,False,0,False,False,0,0
2528,Mamakomou l'Âge,Archimonstres,Créatures Archimonstres,90,98,False,False,0,False,False,3,0
2529,Mandalo l'Aqueuse,Archimonstres,Créatures Archimonstres,100,108,False,False,0,False,False,3,0
2531,Maître Koantik le Théoricien,Archimonstres,Créatures Archimonstres,108,120,False,False,0,False,False,3,0
2532,Maître Amboat le Moqueur,Archimonstres,Créatures Archimonstres,37,49,False,False,0,False,False,3,0
2533,Minoskour le Sauveur,Archimonstres,Créatures Archimonstres,102,110,False,False,0,False,False,3,0
2534,Momikonos la Bandelette,Archimonstres,Créatures Archimonstres,106,118,False,False,0,False,False,3,0
2538,Nakuneuye le Borgne,Archimonstres,Créatures Archimonstres,82,90,False,False,0,False,False,3,1
2539,Nelvin le Boulet,Archimonstres,Créatures Archimonstres,35,47,False,False,0,False,False,3,0
2540,Nipulnislip l'Exhibitionniste,Archimonstres,Créatures Archimonstres,35,47,False,False,0,False,False,3,0
2541,Nodkoku le Trahi,Archimonstres,Créatures Archimonstres,42,50,False,False,0,False,False,3,0
2542,Neufedur le Flottant,Archimonstres,Créatures Archimonstres,20,24,False,False,0,False,False,3,0
2543,Craquecrac l'Endurant,Archimonstres,Créatures Archimonstres,62,70,False,False,0,False,False,3,0
2544,Abrakine le Sombre,Archimonstres,Créatures Archimonstres,131,143,False,False,0,False,False,3,0
2545,Barebourd le Comte,Archimonstres,Créatures Archimonstres,58,70,False,False,0,False,False,3,0
2546,Bitoven le Musicien,Archimonstres,Créatures Archimonstres,130,142,False,False,0,False,False,3,0
2547,Toufou le Benêt,Archimonstres,Créatures Archimonstres,97,109,False,False,0,False,False,3,0
2548,Bambouské le Camouflé,Archimonstres,Créatures Archimonstres,102,110,False,False,0,False,False,0,0
2549,Boostif l'Affamé,Archimonstres,Créatures Archimonstres,25,29,False,False,0,False,False,3,0
2550,Brouste l'Humiliant,Archimonstres,Créatures Archimonstres,127,139,False,False,0,False,False,3,0
2551,Champolyon le Polyglotte,Archimonstres,Créatures Archimonstres,172,180,False,False,0,False,False,3,0
2552,Chamoute le Duveteux,Archimonstres,Créatures Archimonstres,172,180,False,False,0,False,False,3,0
2553,Chamilero le Malchanceux,Archimonstres,Créatures Archimonstres,172,180,False,False,0,False,False,3,0
2554,Chiendanlémin l'Illusionniste,Archimonstres,Créatures Archimonstres,125,137,False,False,0,False,False,3,0
2555,Corboyard l'Enigmatique,Archimonstres,Créatures Archimonstres,38,50,False,False,0,False,False,3,0
2556,Craquetou le Fissuré,Archimonstres,Créatures Archimonstres,93,105,False,False,0,False,False,3,0
2557,Crustterus l'Organique,Archimonstres,Créatures Archimonstres,36,48,False,False,0,False,False,3,0
2558,Crustensyl le Pragmatique,Archimonstres,Créatures Archimonstres,36,48,False,False,0,False,False,3,0
2559,Cruskof le Rustre,Archimonstres,Créatures Archimonstres,36,48,False,False,0,False,False,3,0
2560,Crusmeyer le Pervers,Archimonstres,Créatures Archimonstres,36,48,False,False,0,False,False,3,0
2561,Crathdogue le Cruel,Archimonstres,Créatures Archimonstres,96,108,False,False,0,False,False,3,0
2562,Diskord le Belliqueux,Archimonstres,Créatures Archimonstres,114,126,False,False,0,False,False,3,0
2563,Fantoch le Pantin,Archimonstres,Créatures Archimonstres,42,50,False,False,0,False,False,3,0
2564,Madgang le Docteur,Archimonstres,Créatures Archimonstres,162,170,False,False,0,False,False,3,0
2565,Floanna la Blonde,Archimonstres,Créatures Archimonstres,129,141,False,False,0,False,False,3,0
2566,Gastroth la Contagieuse,Archimonstres,Créatures Archimonstres,117,129,False,False,0,False,False,3,0
2567,Faufoll la Joyeuse,Archimonstres,Créatures Archimonstres,108,120,False,False,0,False,False,3,0
2568,Germinol l'Indigent,Archimonstres,Créatures Archimonstres,120,128,False,False,0,False,False,3,0
2569,Guerumoth le Collant,Archimonstres,Créatures Archimonstres,120,132,False,False,0,False,False,3,0
2570,Kaskapointhe la Couverte,Archimonstres,Créatures Archimonstres,152,160,False,False,0,False,False,3,0
2571,Kido l'Âtre,Archimonstres,Créatures Archimonstres,95,107,False,False,0,False,False,3,0
2572,Kilimanj'haro le Grimpeur,Archimonstres,Créatures Archimonstres,98,110,False,False,0,False,False,3,0
2573,Koktèle le Secoué,Archimonstres,Créatures Archimonstres,42,50,False,False,0,False,False,3,2
2574,Larvonika l'Instrument,Archimonstres,Créatures Archimonstres,16,20,False,False,0,False,False,3,-1
2575,Ouashouash l'Exubérant,Archimonstres,Créatures Archimonstres,92,104,False,False,0,False,False,3,0
2577,Meuroup le Prêtre,Archimonstres,Créatures Archimonstres,143,155,False,False,0,False,False,3,0
2578,Don Kizoth l'Obstiné,Archimonstres,Créatures Archimonstres,126,138,False,False,0,False,False,3,0
2579,Nerdeubeu le Flagellant,Archimonstres,Créatures Archimonstres,126,138,False,False,0,False,False,3,0
2580,Mufguedin le Suprême,Archimonstres,Créatures Archimonstres,94,106,False,False,0,False,False,3,0
2581,Palmbytch la Bronzée,Archimonstres,Créatures Archimonstres,37,49,False,False,0,False,False,3,0
2582,Palmito le Menteur,Archimonstres,Créatures Archimonstres,37,49,False,False,0,False,False,3,0
2583,Palmiche le Serein,Archimonstres,Créatures Archimonstres,37,49,False,False,0,False,False,3,0
2584,Palmiflette le Convivial,Archimonstres,Créatures Archimonstres,37,49,False,False,0,False,False,3,0
2585,Osuxion le Vampirique,Archimonstres,Créatures Archimonstres,35,47,False,False,0,False,False,3,0
2587,Seripoth l'Ennemi,Archimonstres,Créatures Archimonstres,123,135,False,False,0,False,False,3,0
2588,Sparoket le Lanceur,Archimonstres,Créatures Archimonstres,57,69,False,False,0,False,False,3,0
2589,Ougaould le Parasite,Archimonstres,Créatures Archimonstres,42,50,False,False,0,False,False,3,0
2590,Sarkastik l'Incompris,Archimonstres,Créatures Archimonstres,122,130,False,False,0,False,False,0,0
2591,Akaka le Souillé,Archimonstres,Créatures Archimonstres,122,130,False,False,0,False,False,0,0
2592,Koko la Violente,Archimonstres,Créatures Archimonstres,122,130,False,False,0,False,False,0,0
2593,Grenuche la Gentille,Archimonstres,Créatures Archimonstres,102,110,False,False,0,False,False,0,0
2597,Tronquette la Réduite,Archimonstres,Créatures Archimonstres,132,140,False,False,0,False,False,0,0
2598,Bonpake le Chavireur,Archimonstres,Créatures Archimonstres,122,130,False,False,0,False,False,0,0
2600,Champmé le Méchant,Archimonstres,Créatures Archimonstres,172,180,False,False,0,False,False,3,0
2601,Tromplamor le Survivant,Archimonstres,Créatures Archimonstres,172,180,False,False,0,False,False,3,0
2611,Minotoror Irascible,Invocations de monstre,Créatures invoquées,125,125,False,False,0,False,False,3,0
2612,Dé Moniaque Gelé,Monstres divers,Créatures diverses,5,5,False,False,0,False,False,3,0
2614,Roy le Merlin,Archimonstres,Créatures Archimonstres,181,189,False,False,0,False,False,3,0
2615,Scaratyn l'Huître,Archimonstres,Créatures Archimonstres,110,118,False,False,0,False,False,3,0
2616,Ouature la Mobile,Archimonstres,Créatures Archimonstres,32,40,False,False,0,False,False,3,0
2617,Sac Animé de Sumens,Invocations de monstre,Créatures invoquées,10,10,False,False,0,False,False,3,0
2618,Ondine,Invocations de monstre,Créatures invoquées,5,5,False,False,0,False,False,3,0
2619,La Fruitée,Invocations de monstre,Créatures invoquées,10,10,False,False,0,False,False,3,0
2622,Croc gland de Nowel,Monstres de Nowel,Créatures de Nowel,102,110,False,False,0,False,False,3,0
2630,Arakne Majeure,Invocations communes,Créatures invoquées,1,1,False,False,0,False,False,3,0
2631,Videur de la Bagrutte,Monstres de quête d'alignement,Créatures de quête,111,111,False,False,0,False,False,3,0
2632,Sabine,Monstres de quête d'alignement,Créatures de quête,90,116,False,False,0,False,False,3,0
2633,Chef des voleurs,Monstres de quête d'alignement,Créatures de quête,117,119,False,False,0,False,False,3,0
2634,Nana moche qui rit,Monstres de quête d'alignement,Créatures de quête,119,119,False,False,0,False,False,3,0
2635,Sram moche,Monstres de quête d'alignement,Créatures de quête,119,119,False,False,0,False,False,3,0
2636,Gardien du puits,Monstres de quête d'alignement,Créatures de quête,120,120,False,False,0,False,False,3,0
2637,Pousse-cailloux,Monstres de quête d'alignement,Créatures de quête,138,138,False,False,0,False,False,3,0
2638,Lame Vorpale,Monstres de quête d'alignement,Créatures de quête,138,138,False,False,0,False,False,3,0
2639,Coffre Piégé,Monstres de quête d'alignement,Créatures de quête,138,138,False,False,0,False,False,3,0
2641,Robot Fléau,Monstres de quête d'alignement,Créatures de quête,138,138,False,False,0,False,False,3,0
2642,Truchmuche fraîchement domptée,Monstres de quête d'alignement,Créatures de quête,129,129,False,False,0,False,False,3,0
2643,Garde du convoi,Monstres de quête d'alignement,Créatures de quête,139,139,False,False,0,False,False,3,0
2644,Chef du convoi,Monstres de quête d'alignement,Créatures de quête,139,139,False,False,0,False,False,3,0
2645,Néforun,Monstres de quête d'alignement,Créatures de quête,139,139,False,False,0,False,False,3,0
2646,Arlette Ba,Monstres de quête d'alignement,Créatures de quête,139,139,False,False,0,False,False,3,0
2647,Lelievwe Pâle Pitane,Monstres de quête d'alignement,Créatures de quête,200,200,False,False,0,False,False,3,0
2649,Grimpill,Monstres de quête d'alignement,Créatures de quête,115,115,False,False,0,False,False,3,0
2651,Eniripsa de Brâkmar,Monstres de quête d'alignement,Créatures de quête,136,136,False,False,0,False,False,3,0
2661,Espion en fuite,Monstres de quête d'alignement,Créatures de quête,50,50,False,False,0,False,False,3,0
2662,Chasseuse d'âmes,Monstres de quête d'alignement,Créatures de quête,159,159,False,False,0,False,False,3,0
2663,Chasseur d'âmes,Monstres de quête d'alignement,Créatures de quête,159,159,False,False,0,False,False,3,0
2665,Esprit de Lave,Monstres de quête d'alignement,Créatures de quête,172,172,False,False,0,False,False,3,0
2666,Charme Sombre Ensorcelé,Monstres de quête d'alignement,Créatures de quête,173,173,False,False,0,False,False,3,0
2667,Buveur égaré,Monstres de quête d'alignement,Créatures de quête,172,172,False,False,0,False,False,3,0
2668,Espion Sombre,Monstres de quête d'alignement,Créatures de quête,140,140,False,False,0,False,False,3,0
2669,Espionne Sombre,Monstres de quête d'alignement,Créatures de quête,140,140,False,False,0,False,False,3,0
2670,Chef des renégats bontariens,Monstres de quête d'alignement,Créatures de quête,100,100,False,False,0,False,False,3,0
2673,Jissey Pandamme,Monstres de quête d'alignement,Créatures de quête,118,118,False,False,0,False,False,3,0
2674,Gnerah,Monstres de quête d'alignement,Créatures de quête,174,174,False,False,0,False,False,3,0
2675,Chacharlatan,Monstres de quête d'alignement,Créatures de quête,174,174,False,False,0,False,False,3,0
2676,Chouwy,Monstres de quête d'alignement,Créatures de quête,177,177,False,False,0,False,False,3,0
2677,Olos Nah,Monstres de quête d'alignement,Créatures de quête,177,177,False,False,0,False,False,3,0
2678,Dolan Sianrical,Monstres de quête d'alignement,Créatures de quête,177,177,False,False,0,False,False,3,0
2679,Aïel,Monstres de quête d'alignement,Créatures de quête,177,177,False,False,0,False,False,3,0
2680,Kreuvète la Bwork Ingénue,Bworks d'Amakna,Créatures d'Amakna,200,220,False,False,0,False,False,3,0
2685,Kruorre le Chafer Haï,Chafers,Créatures des cimetières,120,120,False,False,0,False,False,3,0
2686,Xela Daymun,Monstres de quête d'alignement,Créatures de quête,174,174,False,False,0,False,False,3,0
2687,Litana Kooc,Monstres de quête d'alignement,Créatures de quête,174,174,False,False,0,False,False,3,0
2688,Danly Derssan,Monstres de quête d'alignement,Créatures de quête,174,174,False,False,0,False,False,3,0
2689,Djaun Leysbo,Monstres de quête d'alignement,Créatures de quête,174,174,False,False,0,False,False,3,0
2690,Saigneur Vampire,Monstres de quête d'alignement,Créatures de quête,175,175,False,False,0,False,False,3,0
2691,Dopeul Pandawa,Dopeuls de Temple,Créatures de quête,20,220,False,False,0,False,False,3,0
2692,Boule Sulfureuse,Monstres de quête d'alignement,Créatures de quête,180,180,False,False,0,False,False,5,0
2693,Craqueboule en fusion,Monstres de quête d'alignement,Créatures de quête,180,180,False,False,0,False,False,5,0
2694,Craqueboulet,Monstres de quête d'alignement,Créatures de quête,179,179,False,False,0,False,False,3,0
2695,Abominable Sept des mers,Monstres de quête d'alignement,Créatures de quête,179,179,False,False,0,False,False,3,0
2696,Ver Aule,Monstres de quête d'alignement,Créatures de quête,179,179,False,False,0,False,False,3,0
2697,Ver Uqueux,Monstres de quête d'alignement,Créatures de quête,179,179,False,False,0,False,False,3,0
2698,Minoskito Migrateur,Monstres de quête d'alignement,Créatures de quête,179,179,False,False,0,False,False,3,0
2699,Gelée Chbotte,Monstres de quête d'alignement,Créatures de quête,1,1,False,False,0,False,False,3,0
2701,Coffre ensorcelé du Magik Riktus,Monstres de quête,Créatures de quête,1,1,False,False,0,False,False,3,0
2724,Mercenaire d'Astrub,Monstres de quête d'alignement,Créatures de quête,182,182,False,False,0,False,False,3,0
2725,Fée Récyde Desyros,Monstres de quête d'alignement,Créatures de quête,20,20,False,False,0,False,False,3,0
2748,Investigateur Bontarien,Monstres de quête d'alignement,Créatures de quête,181,181,False,False,0,False,False,3,0
2749,Tacticien de Bonta,Monstres de quête d'alignement,Créatures de quête,1,5,False,False,0,False,False,3,0
2757,Chaton de Grimpill,Monstres de quête d'alignement,Créatures de quête,1,1,False,False,0,False,False,3,0
2758,Dragonnet ventripotent,Monstres de quête d'alignement,Créatures de quête,5,5,False,False,0,False,False,3,0
2762,La Petite Sacrifiée,Monstres de quête d'alignement,Créatures de quête,3,6,False,False,0,False,False,3,0
2767,Prespic Bedonnant,Monstres de quête,Créatures de quête,6,6,False,False,0,False,False,3,0
2768,La Solitaire,Monstres de quête d'alignement,Créatures de quête,4,6,False,False,0,False,False,3,0
2769,Sanglier invoqué,Invocations de monstre,Créatures invoquées,4,6,False,False,0,False,False,3,1
2771,Abraknyde invoqué,Abraknydiens,Créatures d'Amakna,38,50,False,False,0,False,False,3,0
2772,Jorbak,Bêtes de la nuit,Créatures des cimetières,440,440,False,False,0,False,False,3,0
2781,Bouftou Céleste,Monstres du Temple Céleste,Créatures d'Incarnam,1,1,False,False,0,False,False,3,-2
2783,Pandawa éméché,Monstres de quête,Créatures de quête,10,10,False,False,0,False,False,3,0
2784,Phil Arthur,Monstres de quête,Créatures de quête,10,10,False,False,0,False,False,3,0
2785,Globe Céleste,Monstres du Temple Céleste,Créatures d'Incarnam,1,1,False,False,0,False,False,3,0
2786,Vampire Dupyr,Bêtes de la nuit,Créatures des cimetières,150,150,False,False,0,False,False,3,0
2787,Monstre pain,Monstres de quête,Créatures de quête,40,48,False,False,0,False,False,3,0
2788,Tofu Très Maléfique,Bêtes de la nuit,Créatures des cimetières,50,50,False,False,0,False,False,3,0
2789,Craqueboule invoqué,Craqueleurs,Créatures d'Amakna,62,70,False,False,0,False,False,3,0
2790,Pioussère,Pious,Créatures diverses,40,60,False,False,0,False,False,3,3
2791,Sousouris Agressive,Animaux des Champs,Créatures de Cania,40,60,False,False,0,False,False,3,0
2793,Krtek,Bandits d'Amakna,Créatures d'Amakna,440,440,False,False,0,False,False,3,0
2794,Boumbombe,Monstres divers,Créatures diverses,1,5,False,False,0,False,False,3,0
2796,Mineur Sombre de Krtek,Bandits d'Amakna,Créatures d'Amakna,39,51,False,False,0,False,False,3,0
2802,Manitou Zoth,Monstres de quête,Créatures de quête,800,800,False,False,0,False,False,3,0
2803,Esprit de l'Air Altruiste,Invocations de monstre,Créatures invoquées,6,6,False,False,0,False,False,3,0
2804,Esprit de l'Air Bagarreur,Invocations de monstre,Créatures invoquées,6,6,False,False,0,False,False,3,0
2805,Esprit de l'Eau Altruiste,Invocations de monstre,Créatures invoquées,6,6,False,False,0,False,False,3,0
2806,Esprit de l'Eau Bagarreur,Invocations de monstre,Créatures invoquées,6,6,False,False,0,False,False,3,0
2807,Esprit du Feu Altruiste,Invocations de monstre,Créatures invoquées,6,6,False,False,0,False,False,3,0
2808,Esprit du Feu Bagarreur,Invocations de monstre,Créatures invoquées,6,6,False,False,0,False,False,3,0
2809,Esprit de la Terre Altruiste,Invocations de monstre,Créatures invoquées,6,6,False,False,0,False,False,3,0
2810,Esprit de la Terre Bagarreur,Invocations de monstre,Créatures invoquées,6,6,False,False,0,False,False,3,0
2815,Totem du Feu,Monstres de la Jungle Interdite,Créatures de l'île de Moon,100,100,False,False,0,False,False,3,0
2816,Totem de l'Eau,Monstres de la Jungle Interdite,Créatures de l'île de Moon,100,100,False,False,0,False,False,3,0
2817,Totem de l'Air,Monstres de la Jungle Interdite,Créatures de l'île de Moon,100,100,False,False,0,False,False,3,0
2818,Totem de la Terre,Monstres de la Jungle Interdite,Créatures de l'île de Moon,100,100,False,False,0,False,False,3,0
2819,Minotoboule de Nowel,Monstres de Nowel,Créatures de Nowel,1000,1200,False,False,0,False,False,3,0
2821,Coffre de Dédé,Monstres divers,Créatures diverses,50,50,False,False,0,False,False,3,0
2822,Kordis,Monstres de quête,Créatures de quête,1000,1000,False,False,0,False,False,3,2
2825,Ze Rork,Monstres de quête,Créatures de quête,50,50,False,False,0,False,False,3,0
2826,Gargule,Monstres de quête,Créatures de quête,50,50,False,False,0,False,False,3,0
2828,Esprit de Cabotine,Monstres de quête,Créatures de quête,50,50,False,False,0,False,False,3,0
2829,Esprit de Kiki,Monstres de quête,Créatures de quête,50,50,False,False,0,False,False,3,0
2830,Esprit d'Azra,Monstres de quête,Créatures de quête,50,50,False,False,0,False,False,3,0
2831,Esprit d'Elvie,Monstres de quête,Créatures de quête,50,50,False,False,0,False,False,3,0
2832,Esprit de Riri,Monstres de quête,Créatures de quête,50,50,False,False,0,False,False,3,0
2833,Esprit de Fifi,Monstres de quête,Créatures de quête,50,50,False,False,0,False,False,3,0
2834,Esprit de Lulu,Monstres de quête,Créatures de quête,50,50,False,False,0,False,False,3,0
2835,Esprit de Popi,Monstres de quête,Créatures de quête,50,50,False,False,0,False,False,3,0
2836,Mulou de garde,Monstres de quête,Créatures de quête,60,80,False,False,0,False,False,3,0
2839,Bulbeneige,Protecteurs des Plantes,Protecteurs des ressources,10,190,False,False,0,False,False,3,0
2841,Dévoreur de Poisskaille,Protecteurs des Poissons,Protecteurs des ressources,10,190,False,False,0,False,False,3,0
2842,Tremble Ensorcelé,Protecteurs des Arbres,Protecteurs des ressources,10,190,False,False,0,False,False,3,0
2843,Épouvantail de Frostiz,Protecteurs des Céréales,Protecteurs des ressources,10,190,False,False,0,False,False,3,0
2844,Craqueboule d'Obsidienne,Protecteurs des Minerais,Protecteurs des ressources,10,190,False,False,0,False,False,3,0
2845,Sanglacier,Faune des Pins Perdus,Créatures de Frigost,132,140,False,False,0,False,False,3,1
2846,Fricochère,Faune des Pins Perdus,Créatures de Frigost,132,140,False,False,0,False,False,3,2
2847,Kaniglou,Faune des Pins Perdus,Créatures de Frigost,132,140,False,False,0,False,False,3,2
2848,Mansot Royal,Mansots,Créatures de Frigost,140,140,False,False,0,False,False,3,1
2849,Timansot,Mansots,Créatures de Frigost,132,140,False,False,0,False,False,3,2
2850,Boufmouth,Boufmouths,Créatures de Frigost,112,120,False,False,0,False,False,3,0
2851,Boufmouth de guerre,Boufmouths,Créatures de Frigost,112,120,False,False,0,False,False,3,-1
2852,Boufmouth légendaire,Boufmouths,Créatures de Frigost,112,120,False,False,0,False,False,3,0
2853,Bouftonmouth,Boufmouths,Créatures de Frigost,112,120,False,False,0,False,False,3,2
2854,Royalmouth,Boufmouths,Créatures de Frigost,120,120,False,False,0,False,False,3,-1
2855,Shamansot,Mansots,Créatures de Frigost,132,140,False,False,0,False,False,3,1
2856,Mansobèse,Mansots,Créatures de Frigost,132,140,False,False,0,False,False,3,0
2857,Mamansot,Mansots,Créatures de Frigost,132,140,False,False,0,False,False,3,1
2858,Fu Mansot,Mansots,Créatures de Frigost,132,140,False,False,0,False,False,3,2
2859,Écumouth,Faune des Pins Perdus,Créatures de Frigost,132,140,False,False,0,False,False,3,2
2860,Smilomouth,Faune des Pins Perdus,Créatures de Frigost,132,140,False,False,0,False,False,3,2
2861,Apériglours,Gloursons,Créatures de Frigost,182,190,False,False,0,False,False,3,1
2862,Boulglours,Gloursons,Créatures de Frigost,182,190,False,False,0,False,False,3,-2
2863,Gloursaya,Gloursons,Créatures de Frigost,182,190,False,False,0,False,False,3,2
2864,Glourséleste,Gloursons,Créatures de Frigost,190,190,False,False,0,False,False,3,-1
2865,Crapeur,Sulfurieux,Créatures de Frigost,152,160,False,False,0,False,False,3,1
2866,Atomystique,Sulfurieux,Créatures de Frigost,152,160,False,False,0,False,False,3,2
2867,Mofette,Sulfurieux,Créatures de Frigost,152,160,False,False,0,False,False,3,0
2868,Fumrirolle,Sulfurieux,Créatures de Frigost,152,160,False,False,0,False,False,3,2
2869,Solfataré,Sulfurieux,Créatures de Frigost,152,160,False,False,0,False,False,3,3
2874,Fancrôme,Équipage du Grolandais,Créatures de Frigost,142,150,False,False,0,False,False,3,0
2875,Fantomalamère,Équipage du Grolandais,Créatures de Frigost,142,150,False,False,0,False,False,3,0
2876,Vigie pirate,Équipage du Grolandais,Créatures de Frigost,142,150,False,False,0,False,False,3,0
2877,Ben le Ripate,Équipage du Grolandais,Créatures de Frigost,150,150,False,False,0,False,False,3,0
2878,Harpirate,Équipage du Grolandais,Créatures de Frigost,142,150,False,False,0,False,False,3,0
2880,Fantômat,Équipage du Grolandais,Créatures de Frigost,142,150,False,False,0,False,False,3,0
2881,Fantimonier,Équipage du Grolandais,Créatures de Frigost,142,150,False,False,0,False,False,3,0
2882,Méga Craqueleur des plaines,Craqueleurs,Créatures d'Amakna,132,132,False,False,0,False,False,3,0
2883,Blérauve,Bléros,Créatures de Frigost,182,190,False,False,0,False,False,3,1
2884,Blérom,Bléros,Créatures de Frigost,182,190,False,False,0,False,False,3,-3
2885,Wolvero,Bléros,Créatures de Frigost,182,190,False,False,0,False,False,3,2
2886,Croleur,Bléros,Créatures de Frigost,182,190,False,False,0,False,False,3,1
2888,Yokaï Givrefoux,Givrefoux,Créatures de Frigost,162,170,False,False,0,False,False,3,-1
2889,Maho Givrefoux,Givrefoux,Créatures de Frigost,162,170,False,False,0,False,False,3,0
2890,Soryo Givrefoux,Givrefoux,Créatures de Frigost,162,170,False,False,0,False,False,3,3
2891,Yomi Givrefoux,Givrefoux,Créatures de Frigost,162,170,False,False,0,False,False,3,2
2892,Rat Bougri,Bestioles de la Bourgade,Créatures de Frigost,82,90,False,False,0,False,False,3,0
2893,Crabe Hijacob,Bestioles de la Bourgade,Créatures de Frigost,82,90,False,False,0,False,False,3,0
2894,Rat Bougri délavé,Monstres de quête,Créatures de quête,90,90,False,False,0,False,False,3,0
2895,Dramanite,Sylvesprits,Créatures de Frigost,172,180,False,False,0,False,False,3,2
2896,Fistulor,Sylvesprits,Créatures de Frigost,172,180,False,False,0,False,False,3,2
2897,Fongeur,Sylvesprits,Créatures de Frigost,172,180,False,False,0,False,False,3,2
2898,Abrazif,Sylvesprits,Créatures de Frigost,172,180,False,False,0,False,False,3,2
2899,Motte,Sylvesprits,Créatures de Frigost,172,180,False,False,0,False,False,3,2
2900,Mérulette,Sylvesprits,Créatures de Frigost,172,180,False,False,0,False,False,3,2
2901,Bouflouth,Avis de recherche de Frigost,Créatures de quête,120,120,False,False,0,False,False,3,0
2902,Monsieur Pingouin,Avis de recherche de Frigost,Créatures de quête,130,130,False,False,0,False,False,3,0
2903,Katigrou,Avis de recherche de Frigost,Créatures de quête,140,140,False,False,0,False,False,3,0
2904,Fantômayte,Avis de recherche de Frigost,Créatures de quête,150,150,False,False,0,False,False,3,0
2905,Vengeuse Masquée,Avis de recherche de Frigost,Créatures de quête,160,160,False,False,0,False,False,3,0
2906,YeCh'Ti,Avis de recherche de Frigost,Créatures de quête,170,170,False,False,0,False,False,3,0
2908,Dremoan,Avis de recherche de Frigost,Créatures de quête,180,180,False,False,0,False,False,3,0
2909,Flasho,Avis de recherche de Frigost,Créatures de quête,190,190,False,False,0,False,False,3,0
2910,Viti Glourson,Avis de recherche de Frigost,Créatures de quête,190,190,False,False,0,False,False,3,0
2911,La Bête,Monstres de quête,Créatures de quête,400,400,False,False,0,False,False,3,0
2913,Chachachovage,Bestioles de la Bourgade,Créatures de Frigost,82,90,False,False,0,False,False,3,0
2914,Gélikan,Bestioles de la Bourgade,Créatures de Frigost,82,90,False,False,0,False,False,3,0
